,No,Initial_Seeds,Mutants,Regex (Mutants),Translated_Mutants,Regex (Translated_Mutants),Translation_Label,Mutants (RTT Translation),LEVEN,DFA,SBERT,BW_Label
77,78.0,lines starting with the string <M0> in front of a string that is not an uppercase letter,lines starting from the string <M0> in front of a string that is not an uppercase letter,( ( <M0> ) ( . * ) ) . * ( ~ ( [ <CAP> ] ) ) . *,从不是大写字母的字符串前面的字符串<M0>开始的行,( ( <M0> ) ( . * ) ) . * ( ~ ( [ <CAP> ] ) ) . *,correct,the line starting from the string <M0> before the string that is not a capital letter,1.0,1.0,0.9202471329999999,correct
78,79.0,lines starting with the string <M0> in front of a string that is not an uppercase letter,strings starting with the string <M0> in front of a string that is not an uppercase letter,( ( <M0> ) ( . * ) ) . * ( ~ ( [ <CAP> ] ) ) . *,在不是大写字母的字符串前面的字符串<M0>开头的字符串,( ( <M0> ) ( . * ) ) . * ( ~ ( [ <CAP> ] ) ) . *,correct,the string starting with the string <M0> before the string that is not a capital letter,1.0,1.0,0.9159352159999999,correct
79,80.0,strings with the string <M0> or a letter in front of a vowel,strings with the string <M0> or lettered words in front of a vowel,( ( <M0> ) |( [ <LET> ] ) + ) . * ( [ <VOW> ] ) . *,字符串为<M0>的字符串或元音前面的字母单词,( ( <M0> ) | ( ( <M0> ) . * ( [ <VOW> ] ) . * ) ),bug,the string is the string of <M0> or the letter word before the vowel,0.7222222220000001,1.6436556e-05,0.912620277,correct
80,81.0,strings with the string <M0> or a letter in front of a vowel,strings with the string <M0> or letters in front of a vowel,( ( <M0> ) |( [ <LET> ] ) + ) . * ( [ <VOW> ] ) . *,带有<M0>的字符串或元音前面的字母,( ( <M0> ) | ( ( <M0> ) . * ( [ <LET> ] ) . * ) ),correct,the string with <M0> or the letter before the vowel,0.666666667,1.6436556e-05,0.9599434659999999,correct
81,82.0,"lines with a lower-case letter , zero or greater times before a numeric character","lines with a lowercase letter , zero or greater times before a numeric character",( ( [ <LOW> ] ) * ) . * ( [ <NUM> ] ) . *,小写字母的行，在数字字符前零次或多次,( ( [ <LET> ] ) + * ) . * ( <M0> ) . *,bug,"lines of lowercase letters , zero or more times before the numeric character",0.7857142859999999,False,0.9703119459999999,correct
82,83.0,"lines with a lower-case letter , zero or greater times before a numeric character","lines with a lower case letter , zero or greater times before a numeric character",( ( [ <LOW> ] ) * ) . * ( [ <NUM> ] ) . *,小写字母的行，在数字字符前零次或多次,( ( [ <LET> ] ) + * ) . * ( <M0> ) . *,bug,"lines of lowercase letters , zero or more times before the numeric character",0.7857142859999999,False,0.9543897459999999,correct
83,84.0,lines are not words that end with a lower-case letter,strings are not words that end with a lower-case letter,~ ( \ b ( . * ) ( [ <LOW> ] ) \ b ),字符串不是以小写字母结尾的单词,~ ( \ b ( . * ) ( [ <LOW> ] ) ) . *,correct,the string is not a word ending in a lowercase letter,0.7692307690000001,-1.0,0.942160552,correct
84,85.0,"strings with words that have the string <M0> , zero or more times or the string <M1>","strings with words that have the string <M0> , zero or greater times or the string <M1>",\ b ( ( <M0> ) * ) | ( <M1> ) \ b,字符串为<M0>，零次或更多次或字符串为<M1>的单词的字符串,( ( . * ) ( ( <M0> ) * ) | ( . ) ),bug,"the character string is <M0> , zero or more times , or the character string is a word string of <M1>",0.5625,0.00048065369999999996,0.8894869459999999,correct
85,86.0,"strings with words that have the string <M0> , zero or more times or the string <M1>",strings with words that have the string <M0> (zero or more times) or the string <M1>,\ b ( ( <M0> ) * ) | ( <M1> ) \ b,字符串为<M0>（零次或多次）或字符串为<M1>的单词的字符串,( ( <M0> ) * ) | ( ( <M0> ) * ),bug,"the string is <M0> , zero or more times or the string is the word string of <M1>",0.615384615,0.0,0.924114025,correct
86,87.0,"lines not having a letter , not a character , and not the string <M0>","lines not having lettered words , not a character , and not the string <M0>",~ (( [ <LET> ] ) + & ( . ) & ( <M0> ) ),行没有字母单词，字符而不是字符串<M0>,( [ <LET> ] ) + & ( . ) +,correct,"the line has no letter words , characters instead of strings <M0>",0.533333333,0.0,0.9664997129999999,correct
87,88.0,"lines not having a letter , not a character , and not the string <M0>","lines not having letters , not a character , and not the string <M0>",~ (( [ <LET> ] ) + & ( . ) & ( <M0> ) ),行不包含字母，字符而不是字符串<M0>,. * ~ ( ( [ <LET> ] ) + & ( . ) + ) . *,correct,"line does not contain letters , characters instead of string <M0>",0.5625,0.0,0.959855658,correct
88,89.0,"lines containing either the string <M0> , a lower case letter , or a capital letter","lines made up of either the string <M0> , a lower case letter , or a capital letter",. * ( <M0> ) | ( [ <LOW> ] ) | ( [ <CAP> ] ) . *,由字符串<M0>，小写字母或大写字母组成的行,. * ( ( <M0> ) | ( [ <LET> ] ) + ) | ( [ <LET> ] ) . *,correct,"a line consisting of the string <M0> , lowercase letters or uppercase letters",0.7222222220000001,0.50781,0.911062635,correct
89,90.0,"lines containing either the string <M0> , a lower case letter , or a capital letter","lines containing either the string <M0> , a lower case letter , or a capitalized letter",. * ( <M0> ) | ( [ <LOW> ] ) | ( [ <CAP> ] ) . *,包含字符串<M0>，小写字母或大写字母的行,. * ( ( <M0> ) | ( [ <LET> ] ) + ) | ( [ <LET> ] ) . *,correct,"lines containing the string <M0> , lowercase letters or uppercase letters",0.7222222220000001,0.50781,0.945941335,correct
90,91.0,"lines with a number before either the string <M0> , the string <M1> , or the string <M2>","lines with a numeric character before either the string <M0> , the string <M1> , or the string <M2>",( [ <NUM> ] ) . * ( ( <M0> ) | ( <M1> ) | ( <M2> ) ) . *,在字符串<M0>，字符串<M1>或字符串<M2>之前带有数字字符的行,( . ) + . * ( ( <M0> ) | ( <M1> ) ) . *,correct,"lines with numeric characters before the string <M0> , string <M1> or string <M2>",0.7,0.156455,0.989364217,correct
91,92.0,"lines with a number before either the string <M0> , the string <M1> , or the string <M2>","lines with a number in front of either the string <M0> , the string <M1> , or the string <M2>",( [ <NUM> ] ) . * ( ( <M0> ) | ( <M1> ) | ( <M2> ) ) . *,在字符串<M0>，字符串<M1>或字符串<M2>前面带有数字的行,( [ <NUM> ] ) + . * ( ( <M0> ) | ( <M1> ) ) . *,correct,"lines with numbers in front of the string <M0> , string <M1> or string <M2>",0.75,0.909219,0.98564503,correct
92,93.0,lines with the string <M0> or a letter before the string <M1>,strings with the string <M0> or a letter before the string <M1>,( ( <M0> ) | ( [ <LET> ] ) ) . * ( <M1> ) . *,字符串<M0>或字符串<M1>前的字母,( ( <M0> ) | ( <M0> ) ) . * ( ( <M1> ) . * ( <M1> ) . * ),bug,the character string <M0> or the letter before the character string <M1>,0.6521739129999999,1.0,0.951846084,correct
93,94.0,lines with the string <M0> or a letter before the string <M1>,rows with the string <M0> or a letter before the string <M1>,( ( <M0> ) | ( [ <LET> ] ) ) . * ( <M1> ) . *,字符串<M0>或字符串<M1>前的字母的行,( . * [ <LET> ] . * ) . * ( ( <M0> ) | ( <M1> ) ) . *,bug,the line of the letter before the string <M0> or the string <M1>,0.4,0.0,0.9618339579999999,correct
94,95.0,strings ending with a vowel at least once or an upper case letter,strings ending with a vowel at least one time or an upper case letter,( . * ) ( ( ( [ <VOW> ] ) + ) | ( [ <CAP> ] ) ),至少以一次元音或大写字母结尾的字符串,( ( . * ) ( ( [ <VOW> ] ) | ( [ <CAP> ] ) ) ) +,correct,a string that ends with a vowel or capital letter at least once,0.625,0.54763,0.886195275,correct
95,96.0,strings ending with a vowel at least once or an upper case letter,strings ending with vowels at least once or an upper case letter,( . * ) ( ( ( [ <VOW> ] ) + + ) | ( [ <CAP> ] ) ),至少以一次元音或大写字母结尾的字符串,( ( . * ) ( ( [ <VOW> ] ) | ( [ <CAP> ] ) ) ) +,correct,a string that ends with a vowel or capital letter at least once,0.588235294,False,0.856661175,correct
96,97.0,rows with a lower-case letter or a capital letter before vowels,rows with a lower case letter or a capital letter before vowels,( ( [ <LOW> ] ) | ( [ <CAP> ] ) ) . * ( [ <VOW> ] ) + . *,在元音前带有小写字母或大写字母的行,( ( [ <LOW> ] ) . * ( [ <VOW> ] ) + . * ),correct,lines with lowercase or uppercase letters before vowels,0.647058824,0.0,0.881331161,correct
97,98.0,rows with a lower-case letter or a capital letter before vowels,rows with a lower-case letter or an uppercase letter before vowels,( ( [ <LOW> ] ) | ( [ <CAP> ] ) ) . * ( [ <VOW> ] ) + . *,元音前带有小写字母或大写字母的行,( ( [ <LOW> ] ) . * ( [ <VOW> ] ) + . * ),correct,lines with lowercase or uppercase letters before vowels,0.647058824,0.0,0.9359741359999999,correct
98,99.0,"lines arranged with the string <M0> and the string <M1> or the string <M2> , zero or more times","lines arranged with the string <M0> and the string <M1> or the string <M2> , zero or greater times",( ( ( <M0> ) & ( <M1> ) ) | ( <M2> ) ) *,字符串<M0>和字符串<M1>或字符串<M2>排列的行，零次或更多次,( ( . * <M0> . * ) & ( <M1> ) ) *,correct,"lines arranged by string <M0> and string <M1> or string <M2> , zero or more times",0.4375,1.0,0.978996302,correct
99,100.0,"lines arranged with the string <M0> and the string <M1> or the string <M2> , zero or more times","lines arranged with the string <M0> and the string <M1> or the string <M2> , zero or more times in total",( ( ( <M0> ) & ( <M1> ) ) | ( <M2> ) ) *,由字符串<M0>和字符串<M1>或字符串<M2>排列的行，总共零次或多次,( ( . * <M0> . * ) | ( <M2> ) ) *,correct,"lines arranged by string <M0> and string <M1> or string <M2> , a total of zero or more times",0.5625,1.0,0.9911764129999999,correct
100,101.0,"lines not having a lowercase letter , not a character , and not an upper case letter","lines not having a lowercase letter , not a character , instead of an upper case letter",~ ( ( [ <LOW> ] ) & ( . ) & ( [ <CAP> ] ) ),行没有小写字母，不是字符，而不是大写字母,~ ( ( [ <LET> ] ) + & ( . ) + & ( [ <LET> ] ) + ),correct,"the line has no lowercase letters , not characters , not uppercase letters",0.705882353,0.0,0.93173182,correct
101,102.0,"strings ending with the string <M0> then a character , zero or more times","strings ending with the string <M0> then a character , zero or more consecutive times",( ( . * ) ( <M0> . * . . * ) ) *,以字符串<M0>结尾的字符串，然后是一个字符，连续零次或更多次,( . * ) ( ( <M0> . * . . * ) * ),correct,"a string ending with the string <M0> , then a character , zero or more consecutive times",0.7333333329999999,3.935768e-06,0.992313248,correct
102,103.0,"strings ending with the string <M0> then a character , zero or more times","strings ending with the string <M0> then a character , greater than or equal to zero times",( ( . * ) ( <M0> . * . . * ) ) *,以字符串<M0>结尾的字符串，然后是一个大于或等于零倍的字符,( ( . * ) ( <M0> . * . . * ) ) *,bug,"a string ending with the string <M0> , followed by a character greater than or equal to zero times",1.0,1.0,0.987588199,correct
103,104.0,"lines not having digits , not the string <M0> , instead of a lower-case letter instead of the string <M1>","lines not having digits , not the string <M0> , instead of a lower case letter instead of the string <M1>",~ ( (( [ <NUM> ] ) + & ( <M0> ) & ( [ <LOW> ] ) ) & ( <M1> ) ),没有数字的行，不是字符串<M0>，而不是小写字母，而不是字符串<M1>,~ ( ( [ <NUM> ] ) + & ( <M0> ) & ( [ <LET> ] ) + ),correct,"lines without numbers , not the string <M0> , not lowercase letters , not the string <M1>",0.666666667,0.0,0.960438957,correct
104,105.0,"lines not having digits , not the string <M0> , instead of a lower-case letter instead of the string <M1>","rows not having digits , not the string <M0> , instead of a lower-case letter instead of the string <M1>",~ ( (( [ <NUM> ] ) + & ( <M0> ) & ( [ <LOW> ] ) ) & ( <M1> ) ),没有数字的行，不是字符串<M0>，而不是小写字母，而不是字符串<M1>,~ ( ( [ <NUM> ] ) + & ( <M0> ) & ( [ <LET> ] ) + ),correct,"lines without numbers , not the string <M0> , not lowercase letters , not the string <M1>",0.666666667,0.0,0.930065074,correct
105,106.0,rows not having a capitalized letter at least once,rows not having an upper caseized letter at least once,~ ( ( [ <CAP> ] ) + ),至少一次没有大写字母的行,~ ( ( ( [ <LET> ] ) + + ) + ),correct,lines without capital letters at least once,0.545454545,False,0.764285054,correct
106,107.0,rows not having a capitalized letter at least once,rows not having an uppercaseized letter at least once,~ ( ( [ <CAP> ] ) + ),至少一次没有大写字母的行,~ ( ( ( [ <LET> ] ) + + ) + ),correct,lines without capital letters at least once,0.545454545,False,0.800880954,correct
107,108.0,"lines not having a lower-case letter , not a letter , and not a numeric character","lines not having a lower-case letter , not lettered words , and not a numeric character",~ ( ( [ <LOW> ] ) &( [ <LET> ] ) + & ( [ <NUM> ] ) ),没有小写字母，没有字母的单词和数字字符的行,( ( [ <LET> ] ) + & ( [ <LET> ] ) + ) & ( [ <NUM> ] ) +,correct,"lines with no lowercase letters , words without letters and numeric characters",0.6875,1.0,0.916490954,correct
108,109.0,"lines not having a lower-case letter , not a letter , and not a numeric character","lines not having a lower-case letter , not letters , and not a numeric character",~ ( ( [ <LOW> ] ) &( [ <LET> ] ) + & ( [ <NUM> ] ) ),行不包含小写字母，not字母和数字字符,~ ( ( . * [ <LET> ] . * ) & ( [ <NUM> ] ) + ),bug,"the line does not contain lowercase letters , not letters and numbers",0.533333333,0.0,0.928252533,correct
109,110.0,lines not having the string <M0> or starting with the string <M1>,lines not having the string <M0> or starting from the string <M1>,( ~ ( <M0> ) ) | ( ( <M1> ) ( . * ) ),没有字符串<M0>或从字符串<M1>开始的行,( <M0> ) | ( ( <M1> ) ( . * ) ),correct,no string <M0> or line starting from string <M1>,0.8125,0.0,0.983895693,correct
110,111.0,lines consisting of the string <M0> before the string <M1> or a letter,lines consisting of the string <M0> before the string <M1> or letters,. * ( <M0> ) . * ( ( <M1> ) |( [ <LET> ] ) + ) . * . *,由字符串<M0>之前的字符串<M0>或字母组成的行,. * ( ( <M0> ) | ( [ <LET> ] ) + ) . * ( <M0> ) . * . *,bug,a line consisting of the string <M0> or letters before the string <M0>,0.47619047600000003,4.7683533999999995e-06,0.964836675,correct
111,112.0,lines consisting of the string <M0> before the string <M1> or a letter,lines consisting of the string <M0> in front of the string <M1> or a letter,. * ( <M0> ) . * ( ( <M1> ) | ( [ <LET> ] ) ) . * . *,由字符串<M1>前面的字符串<M0>或字母组成的行,( . * ( <M0> ) | ( [ <LET> ] ) + . * ) . * ( <M1> ) . *,correct,a line consisting of the string <M0> or letters before the string <M1>,0.428571429,4.7683533999999995e-06,0.982034009,correct
112,113.0,rows with words that have starting with lettered words at least one time,rows with words that have preceded by lettered words at least one time,\ b (( [ <LET> ] ) + ( . * ) ) + \ b,带有至少有一次字母单词的单词的行,\ b ( [ <LET> ] ) + + \ b,bug,lines with words that have letter words at least once,0.538461538,False,0.877957709,correct
113,114.0,rows with words that have starting with lettered words at least one time,rows with words that have starting from lettered words at least one time,\ b (( [ <LET> ] ) + ( . * ) ) + \ b,从字母单词开始至少一次的单词行,\ b ( [ <LET> ] ) + \ b,bug,word lines that start at least once with a letter word,0.46153846200000004,0.8281,0.916972667,correct
114,115.0,strings with a letter followed by the string <M0> before a vowel,strings with a letter followed by the string <M0> in front of a vowel,( [ <LET> ] . * <M0> . * ) . * ( [ <VOW> ] ) . *,带有字母的字符串，后跟元音前面的字符串<M0>,( [ <LET> ] ) . * ( ( [ <LET> ] . * <M0> . * ) . * ( [ <VOW> ] ) . * ),correct,"a string with letters , followed by the string <M0> before the vowel",0.681818182,0.0,0.975922253,correct
115,116.0,lines containing a letter before the string <M0>,lines containing letters before the string <M0>,( . * [ <LET> ] . * ) . * ( <M0> ) . *,在字符串<M0>之前包含字母的行,( . * [ <LET> ] . * ) . * ( <M0> ) . *,correct,lines containing letters before the string <M0>,1.0,1.0,1.0,correct
116,117.0,lines containing a letter before the string <M0>,lines containing a letter in front of the string <M0>,( . * [ <LET> ] . * ) . * ( <M0> ) . *,在字符串<M0>前面包含字母的行,( . * [ <LET> ] . * ) . * ( <M0> ) . *,correct,lines containing letters before the string <M0>,1.0,1.0,0.967119486,correct
117,118.0,lines not having a lower-case letter and not a capital letter at least once,lines not having a lower-case letter nor a capital letter at least once,~ ( ( [ <LOW> ] ) & ( ( [ <CAP> ] ) + ) ),至少一次没有小写字母或大写字母的行,( ( [ <LOW> ] ) | ( [ <LET> ] ) ) +,correct,lines with no lowercase or uppercase letters at least once,0.538461538,0.2547,0.9008521509999999,correct
118,119.0,"lines with a lower-case letter before either the string <M0> , a number , or the string <M1>","lines arranged with a lower-case letter before either the string <M0> , a number , or the string <M1>",( [ <LOW> ] ) . * ( ( <M0> ) | ( [ <NUM> ] ) | ( <M1> ) ) . *,在字符串<M0>，数字或字符串<M1>之前以小写字母排列的行,( [ <LET> ] ) . * ( ( <M0> ) | ( <M0> ) | ( <M1> ) ) . *,correct,"lines arranged in lowercase letters before the string <M0> , number or string <M1>",0.9,0.4985,0.978573701,correct
119,120.0,lines consisting of the string <M0>,rows consisting of the string <M0>,. * <M0> . *,由字符串<M0>组成的行,. * <M0> . *,correct,line consisting of the string <M0>,1.0,1.0,0.94228174,correct
120,121.0,lines consisting of the string <M0>,strings consisting of the string <M0>,. * <M0> . *,由字符串<M0>组成的字符串,. * <M0> . *,correct,string composed of string <M0>,1.0,1.0,0.9788152040000001,correct
121,122.0,"lines containing either the string <M0> , characters , or the string <M1>","rows containing either the string <M0> , characters , or the string <M1>",. * ( <M0> ) | ( . ) + | ( <M1> ) . *,包含字符串<M0>，字符或字符串<M1>的行,. * ( <M0> ) | ( <M1> ) . *,correct,"line containing string <M0> , character or string <M1>",0.6875,3.935783799999999e-06,0.952926103,correct
122,123.0,"lines containing either the string <M0> , characters , or the string <M1>","lines composed of either the string <M0> , characters , or the string <M1>",. * ( <M0> ) | ( . ) + | ( <M1> ) . *,由字符串<M0>，字符或字符串<M1>组成的行,. * ( <M0> ) | ( <M1> ) . *,correct,"line consisting of string <M0> , character or string <M1>",0.6875,3.935783799999999e-06,0.973487089,correct
123,124.0,lines arranged with the string <M0> followed by the string <M1> and not the string <M2>,rows arranged with the string <M0> followed by the string <M1> and not the string <M2>,( <M0> . * <M1> . * ) & ( ~ ( <M2> ) ),以字符串<M0>和字符串<M1>而不是字符串<M2>排列的行,( ( <M0> ) & ( <M1> ) ) & ( ~ ( <M2> ) ),bug,lines arranged with string <M0> and string <M1> instead of string <M2>,0.625,0.0,0.919154331,correct
124,125.0,lines arranged with the string <M0> followed by the string <M1> and not the string <M2>,lines arranged with the string <M0> followed by the string <M1> instead of the string <M2>,( <M0> . * <M1> . * ) & ( ~ ( <M2> ) ),行以字符串<M0>排列，后跟字符串<M1>而不是字符串<M2>,( ( . * ) ( <M0> . * <M1> . * ) ),correct,"the lines are arranged in the string <M0> , followed by the string <M1> instead of the string <M2>",0.333333333,-1.0,0.978107152,correct
125,126.0,"lines not having characters , a lower-case letter , or numbers","strings not having characters , a lower-case letter , or numbers",~ ( ( . ) + | ( [ <LOW> ] ) | ( [ <NUM> ] ) + ),没有字符，小写字母或数字的字符串,~ ( ( . ) + | ( . ) + ) | ( [ <NUM> ] ) +,correct,"string without characters , lowercase letters or numbers",0.764705882,0.9995,0.926923539,correct
126,127.0,"lines not having characters , a lower-case letter , or numbers","rows not having characters , a lower-case letter , or numbers",~ ( ( . ) + | ( [ <LOW> ] ) | ( [ <NUM> ] ) + ),没有字符，小写字母或数字的行,( ( . ) + | ( [ <LET> ] ) + ) | ( [ <NUM> ] ) +,correct,"lines with no characters , lowercase letters or numbers",0.6875,0.000549308,0.888277544,correct
127,128.0,strings starting with vowels and ending with the string <M0>,strings beginning with vowels and ending with the string <M0>,( ( [ <VOW> ] ) + ( . * ) ) & ( ( . * ) ( <M0> ) ),以元音开头且以<M0>结尾的字符串,( ( [ <VOW> ] ) ( . * ) ) & ( ( . * ) ( . ) ),correct,a string beginning with a vowel and ending with <M0>,0.9,3.9357682999999994e-06,0.9539523440000001,correct
128,129.0,strings starting with vowels and ending with the string <M0>,strings starting from vowels and ending with the string <M0>,( ( [ <VOW> ] ) + ( . * ) ) & ( ( . * ) ( <M0> ) ),从元音开始并以字符串<M0>结尾的字符串,( ( [ <VOW> ] ) ( . * ) ) & ( ( . * ) ( <M0> ) ),correct,a string beginning with a vowel and ending with the string <M0>,0.95,1.0,0.9524805340000001,correct
129,130.0,"lines not having a number , not a vowel , and not a lower-case letter","lines not having a number , not vowels , and not a lower-case letter",~ ( ( [ <NUM> ] ) & ( [ <VOW> ] ) + & ( [ <LOW> ] ) ),没有数字，没有元音和没有小写字母的行,( ( [ <NUM> ] ) + & ( [ <VOW> ] ) + ) & ( ( [ <LET> ] ) + ),correct,"lines with no numbers , no vowels and no lowercase letters",0.666666667,0.0,0.942497727,correct
130,131.0,"lines composed of either characters , the string <M0> , or vowels","rows composed of either characters , the string <M0> , or vowels",. * ( . ) + | ( <M0> ) | ( [ <VOW> ] ) + . *,由字符，字符串<M0>或元音组成的行,. * ( . ) + | ( <M0> ) . *,correct,"line consisting of characters , string <M0> or vowels",0.705882353,1.0,0.934254349,correct
131,132.0,"lines composed of either characters , the string <M0> , or vowels","strings composed of either characters , the string <M0> , or vowels",. * ( . ) + | ( <M0> ) | ( [ <VOW> ] ) + . *,由字符，字符串<M0>或元音组成的字符串,. * ( . ) + | ( . ) + | ( [ <VOW> ] ) + . *,correct,"a string composed of characters , string <M0> or vowels",0.8888888890000001,1.0,0.959840638,correct
132,133.0,"lines composed of only the string <M0> , 7 or more times","rows composed of only the string <M0> , 7 or more times","( . * <M0> . * ) { 7 , }",仅由字符串<M0>组成的行，连续7次或更多次,"( . * <M0> . * ) { 7 , }",correct,"line consisting only of the string <M0> , 7 or more consecutive times",1.0,1.0,0.9391846229999999,correct
133,134.0,"lines composed of only the string <M0> , 7 or more times","lines composed of only the string <M0> , seven or more times","( . * <M0> . * ) { 7 , }",仅由字符串<M0>组成的行，连续七次或更多次,"( . * <M0> . * ) { 7 , }",correct,"a line consisting only of the string <M0> , seven or more consecutive times",1.0,1.0,0.964407617,correct
134,135.0,"lines with characters or a lower-case letter , four or more times","lines with characters or a lower-case letter , four or greater times","( ( . ) + | ( [ <LOW> ] ) ) { 4 , }",包含字符或小写字母的行，四次或更多次,"( . * ( . ) + | ( [ <LET> ] ) . * ) { 4 , }",correct,"lines containing characters or lowercase letters , four or more times",0.666666667,1.0,0.933281203,correct
135,136.0,"lines with characters or a lower-case letter , four or more times","lines with characters or a lower-case letter , four or more times in total","( ( . ) + | ( [ <LOW> ] ) ) { 4 , }",包含字符或小写字母的行，总共四次或更多次,"( . * ( . ) + | ( [ <LET> ] ) . * ) { 4 , }",correct,"lines containing characters or lowercase letters , a total of four or more times",0.666666667,1.0,0.9597861520000001,correct
136,137.0,"rows with words that have a character , 2 or greater times","rows with words that have a character , two or greater times","\ b ( . ) { 2 , } \ b",带有两次以上字符的单词的行,. * \ b ( . ) + \ b . *,bug,lines of words with more than two characters,0.5,0.171567,0.8416266459999999,correct
137,138.0,"rows with words that have a character , 2 or greater times","rows with a word that has a character , 2 or greater times","\ b ( . ) { 2 , } \ b",包含2个或更多字符的单词的行,". * ( <M1> ) { ( , ) . * }",bug,lines of words containing 2 or more characters,0.222222222,False,0.7947581509999999,correct
138,139.0,"lines with a character then a lower-case letter , two or more consecutive times","lines with a character then a lowercase letter , two or more consecutive times","( . . * [ <LOW> ] . * ) { 2 , }",连续两个或多个字符的行，然后是小写字母,( \ b [ <LET> ] . * [ <LET> ] . * \ b ),bug,"a line of two or more consecutive characters , followed by lowercase letters",0.5,0.00021245735,0.9526933540000001,correct
139,140.0,"lines with a character then a lower-case letter , two or more consecutive times","lines arranged with a character then a lower-case letter , two or more consecutive times","( . . * [ <LOW> ] . * ) { 2 , }",连续两个或多个连续的字符排列的行，然后是小写字母,( \ b [ <LET> ] . * [ <LET> ] . * \ b ),bug,"a line of two or more consecutive characters , followed by lowercase letters",0.5,0.00021245735,0.944299821,correct
140,141.0,"lines ending with the string <M0> or a vowel , 4 or more times","lines ending with the string <M0> or a vowel , 4 or more consecutive times","( . * ) ( ( <M0> ) | ( ( [ <VOW> ] ) { 4 , } ) )",以字符串<M0>或元音结尾的行，连续4次或更多次,"( . * ) ( ( ( <M0> ) | ( [ <VOW> ] ) + ) { 4 , } )",correct,"lines ending with the string <M0> or vowels , 4 or more consecutive times",0.764705882,1.0,0.9842919529999999,correct
141,142.0,"lines ending with the string <M0> or a vowel , 4 or more times","strings ending with the string <M0> or a vowel , 4 or more times","( . * ) ( ( <M0> ) | ( ( [ <VOW> ] ) { 4 , } ) )",以字符串<M0>或元音结尾的字符串4次或更多次,"( ( . * ) ( ( <M0> ) | ( [ <VOW> ] ) ) ) { 4 , }",correct,strings ending in the string <M0> or vowels 4 or more times,0.75,1.0,0.978010478,correct
142,143.0,"strings with the string <M0> or letters and the string <M1> , greater than or equal to zero times","strings with the string <M0> or letters and the string <M1> , greater than or equal to 0 times",( ( <M0> ) | (( [ <LET> ] ) + & ( <M1> ) ) ) *,字符串<M0>或字母和字符串<M1>的字符串，大于或等于0次,( . * <M0> . * ) | ( ( [ <CAP> ] ) & ( <M1> ) ),correct,"string <M0> or a string of letters and string <M1> , greater than or equal to 0 times",0.529411765,0.00781,0.990287846,correct
143,144.0,lines ending with the string <M0>,rows ending with the string <M0>,( . * ) ( <M0> ),以字符串<M0>结尾的行,( . * ) ( <M0> ),correct,line ending with the string <M0>,1.0,1.0,0.949318732,correct
144,145.0,lines ending with the string <M0>,the line ends with the string <M0>,( . * ) ( <M0> ),该行以字符串<M0>结尾,( . * ) ( <M0> ),correct,the line ends with the string <M0>,1.0,1.0,1.0,correct
145,146.0,rows containing a capital letter then a vowel in front of the string <M0>,rows containing a capitalized letter then a vowel in front of the string <M0>,. * ( [ <CAP> ] . * [ <VOW> ] . * ) . * ( <M0> ) . * . *,包含大写字母的行，然后在字符串<M0>前面的元音,. * ( [ <LET> ] ) + & ( . * [ <VOW> ] . * ) . *,correct,"line containing uppercase letters , and then the vowel in front of the string <M0>",0.473684211,-1.0,0.92814378,correct
146,147.0,"strings starting with words that have the string <M0> , 6 or more times","strings starting with words that have the string <M0> , 6 or more times in total","( \ b ( <M0> ) { 6 , } \ b ) ( . * )",以包含字符串<M0>的单词开头的字符串，总共6次或更多次,( \ b . * <M0> . * \ b ) ( . * ),correct,"a string beginning with a word containing the string <M0> , a total of 6 or more times",0.692307692,0.0,0.969095679,correct
147,148.0,"strings starting with words that have the string <M0> , 6 or more times","strings starting with words that have the string <M0> , six or more times","( \ b ( <M0> ) { 6 , } \ b ) ( . * )",以具有字符串<M0>的单词开头的字符串，六次或更多次,"( \ b ( <M0> ) { 6 , } \ b ) ( . * )",correct,"a string starting with a word with the string <M0> , six or more times",1.0,1.0,0.98008939,correct
148,149.0,"lines ending with a character followed by the string <M0> , 4 or greater times","lines ending with a character then the string <M0> , 4 or greater times","( ( . * ) ( . . * <M0> . * ) ) { 4 , }",以一个字符结尾的行，然后是字符串<M0>，至少4次,"( . * ) ( ( . . * <M0> . * ) { , 4 } )",correct,"line ending with one character , then the string <M0> , at least 4 times",0.7333333329999999,1.0,0.932657772,correct
149,150.0,"lines ending with a character followed by the string <M0> , 4 or greater times","strings ending with a character followed by the string <M0> , 4 or greater times","( ( . * ) ( . . * <M0> . * ) ) { 4 , }",以字符结尾的字符串，后跟字符串<M0>，4或更多次,"( . * ) ( ( <M1> . * <M0> . * ) { 4 , } )",correct,"a character ending character string , followed by the character string <M0> , 4 or more times",0.666666667,0.0,0.9659041859999999,correct
150,151.0,strings preceded by a capitalized letter followed by a letter,strings preceded by a capitalized letter then a letter,( [ <CAP> ] . * [ <LET> ] . * ) ( . * ),字符串后跟大写字母然后是字母,. * ( . * [ <LET> ] . * ) & ( . * [ <LET> ] . * ),bug,string followed by uppercase letters and then letters,0.588235294,0.410733,0.840978508,correct
