,Unnamed: 0,Initial_Seeds,Translated_Initial_Seeds,Mutants,Translated_Mutants,Translation_Label,Translation_Label_Remark,LEVEN_Score,BLEU_Score
126,126,"lines not having the string <M0> , not vowels , and not a lower-case letter",行没有字符串<M0>，没有元音，也没有小写字母,"lines not having the string <M0> , n't vowels , and not a lower-case letter",没有字符串<M0>的行，不是元音，也不是小写字母,bug,wrong mutants,0.7826086959999999,0.596162165
127,127,lines with words that have starting with the string <M0> then a lower case letter,包含以<M0>开头的单词的行，然后是小写字母,lines with words what have starting with the string <M0> then a lower case letter,带有以字符串<M0>开头的小写字母的单词的行,bug,,0.444444444,0.6436893379999999
128,128,lines ending with a string that contains only a capital letter at least once,以至少包含一次大写字母的字符串结尾的行,lines ending with a string what contains only a capital letter at least once,以字符串结尾的行，至少包含一次大写字母,bug,,0.222222222,0.8515139820000001
129,129,"lines with a character , greater than or equal to two times in front of a digit",在一个数字前大于或等于两倍字符的行,"lines with a character , greater than or equal to four times in front of a digit",字符前的行，大于或等于数字前四倍,bug,,0.4,0.503533789
130,130,lines with words that contain ending with letters,包含以字母结尾的单词的行,lines with words what contain ending with letters,包含单词结尾的单词行,bug,,0.8,0.478797495
131,131,"lines with a character followed by a vowel , 2 or more times",字符后跟元音的行，两次或多次,"lines with a character followed by a vowel , 1 or more times",字符后跟元音的行，1次或以上,correct,,0.916666667,0.769160567
132,132,"lines with a character followed by a vowel , 2 or more times",字符后跟元音的行，两次或多次,"lines with a character followed by a vowel , 3 or more times",字符后跟元音的行，3次以上,correct,,0.833333333,0.7369231629999999
133,133,"lines with a character followed by a vowel , 2 or more times",字符后跟元音的行，两次或多次,"lines with a character followed by a vowel , 4 or more times",字符后跟元音的行，4次以上,correct,,0.833333333,0.7369231629999999
134,134,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 7 or more times",行数大于或等于7次,bug,,1.0,1.0
135,135,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 9 or more times",行数大于或等于9次,bug,,1.0,1.0
136,136,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 1 or more times",行数为1次或多次,bug,,0.571428571,8.286599999999997e-155
137,137,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 8 or more times",行数大于或等于8次,bug,,1.0,1.0
138,138,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 3 or more times",行数大于或等于3的行,bug,,0.7777777779999999,0.742088482
139,139,"lines with a number , 5 or more times",行数大于或等于5次,"lines with a number , 7 or more times",行数大于等于7次,bug,,0.875,0.728954518
140,140,"lines with a number , 5 or more times",行数大于或等于5次,"lines with a number , 9 or more times",行数大于等于9次,bug,,0.875,0.728954518
141,141,"lines with a number , 5 or more times",行数大于或等于5次,"lines with a number , 10 or more times",行数大于等于10次,bug,,0.875,0.728954518
142,142,"lines with a number , 5 or more times",行数大于或等于5次,"lines with a number , 8 or more times",行数大于或等于8次,bug,,1.0,1.0
143,143,"lines with a number , 5 or more times",行数大于或等于5次,"lines with a number , 3 or more times",行数大于等于3次,bug,,0.875,0.728954518
144,144,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 4 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于4倍,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 7 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于7次,correct,,0.96875,0.96716821
145,145,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 4 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于4倍,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 9 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于9倍,correct,,1.0,1.0
146,146,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 4 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于4倍,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 1 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于1倍,correct,,1.0,1.0
147,147,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 4 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于4倍,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 8 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于8倍,correct,,1.0,1.0
148,148,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 4 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于4倍,"strings starting with the string <M0> followed by the string <M1> , greater than or equal to 3 times",以字符串<M0>开头，然后是字符串<M1>的字符串，大于或等于3倍,correct,,1.0,1.0
149,149,"rows with words that have a number , 5 or more times",行数大于等于5的单词,"rows with words that have a number , 7 or more times",行数大于等于7的单词,bug,,1.0,1.0
150,150,"rows with words that have a number , 5 or more times",行数大于等于5的单词,"rows with words that have a number , 9 or more times",行数大于等于9的单词,bug,,1.0,1.0
151,151,"rows with words that have a number , 5 or more times",行数大于等于5的单词,"rows with words that have a number , 10 or more times",行数大于等于10的单词,bug,,1.0,1.0
152,152,"rows with words that have a number , 5 or more times",行数大于等于5的单词,"rows with words that have a number , 8 or more times",行数大于等于8的单词,bug,,1.0,1.0
153,153,"rows with words that have a number , 5 or more times",行数大于等于5的单词,"rows with words that have a number , 3 or more times",行数大于等于3的单词,bug,,1.0,1.0
154,154,lines not having a lower-case letter and not a number,行没有小写字母而不是数字,lines not having a lower-case letter and n't a number,行没有小写字母，没有数字,bug,wrong mutants,0.818181818,0.639816674
155,155,"lines with words that contain either a vowel , the string <M0> , or the string <M1>",行中包含元音，字符串<M0>或字符串<M1>的单词,"lines with words what contain either a vowel , the string <M0> , or the string <M1>",用包含元音，字符串<M0>或字符串<M1>的单词的行,bug,ambiguity,0.92,0.924475405
156,156,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 7 or more times",行数大于或等于7次,bug,,1.0,1.0
157,157,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 9 or more times",行数大于或等于9次,bug,,1.0,1.0
158,158,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 1 or more times",行数为1次或多次,bug,,0.571428571,8.286599999999997e-155
159,159,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 8 or more times",行数大于或等于8次,bug,,1.0,1.0
160,160,"lines arranged with a number , 4 or more times",行数大于或等于4次,"lines arranged with a number , 3 or more times",行数大于或等于3的行,bug,,0.7777777779999999,0.742088482
161,161,"rows starting with the string <M0> then the string <M1> , greater than or equal to 5 times",从字符串<M0>到字符串<M1>的行，大于或等于5倍,"rows starting with the string <M0> then the string <M1> , greater than or equal to 7 times",从字符串<M0>到字符串<M1>的行，大于或等于7次,bug,,0.96,0.957347972
162,162,"rows starting with the string <M0> then the string <M1> , greater than or equal to 5 times",从字符串<M0>到字符串<M1>的行，大于或等于5倍,"rows starting with the string <M0> then the string <M1> , greater than or equal to 9 times",从字符串<M0>到字符串<M1>的行，大于或等于9倍,bug,,1.0,1.0
163,163,"rows starting with the string <M0> then the string <M1> , greater than or equal to 5 times",从字符串<M0>到字符串<M1>的行，大于或等于5倍,"rows starting with the string <M0> then the string <M1> , greater than or equal to 10 times",从字符串<M0>到字符串<M1>的行，大于或等于10倍,bug,,1.0,1.0
164,164,"rows starting with the string <M0> then the string <M1> , greater than or equal to 5 times",从字符串<M0>到字符串<M1>的行，大于或等于5倍,"rows starting with the string <M0> then the string <M1> , greater than or equal to 8 times",从字符串<M0>到字符串<M1>的行，大于或等于8倍,bug,,1.0,1.0
165,165,"rows starting with the string <M0> then the string <M1> , greater than or equal to 5 times",从字符串<M0>到字符串<M1>的行，大于或等于5倍,"rows starting with the string <M0> then the string <M1> , greater than or equal to 3 times",从字符串<M0>到字符串<M1>的行，大于或等于3倍,bug,,1.0,1.0
166,166,"lines not having the string <M0> , not characters , nor the string <M1>",行没有字符串<M0>，没有字符，也没有字符串<M1>,"lines not having the string <M0> , n't characters , nor the string <M1>",行不包含字符串<M0>，n个字符或字符串<M1>,bug,wrong mutants,0.72,0.560623404
167,167,the line starts with a vowel or containing the string <M0>,该行以元音开头或包含字符串<M0>,the line begins with a vowel or containing the string <M0>,该行以元音开头或包含字符串<M0>,correct,,1.0,1.0
168,168,"rows are not a word that has a vowel , not a lower-case letter , instead of the string <M0>",行不是具有元音的单词，不是小写字母，而不是字符串<M0>,"rows are n't a word that has a vowel , not a lower-case letter , instead of the string <M0>",行不是具有元音的单词，不是小写字母，而不是字符串<M0>,bug,wrong mutants,1.0,1.0
169,169,the line starts with a vowel or containing the string <M0>,该行以元音开头或包含字符串<M0>,the line begins with a vowel or containing the string <M0>,该行以元音开头或包含字符串<M0>,correct,,1.0,1.0
170,170,strings starting with words that contain a character,以包含字符的单词开头的字符串,strings starting with words what contain a character,以包含字符的单词开头的字符串,correct,,1.0,1.0
171,171,lines not having a capital letter and not a character in front of a letter,行没有大写字母，也不在字母前面,lines n't having a capital letter and not a character in front of a letter,行没有大写字母，也不在字母前面,bug,wrong mutants,1.0,1.0
172,172,"rows not having a digit , not a capitalized letter , and not a vowel",没有数字，大写字母和元音的行,"rows not having a digit , n't a capitalized letter , and not a vowel",没有数字的行，不是大写字母，也不是元音,bug,wrong mutants,0.588235294,0.419609051
173,173,"lines with the string <M0> or containing only the string <M1> , three or more times",包含字符串<M0>或仅包含字符串<M1>的行三遍或更多遍,"lines with the string <M0> or containing only the string <M1> , seven or more times",包含字符串<M0>或仅包含字符串<M1>的行七次或更多次,correct,,0.961538462,0.95909656
174,174,"lines with the string <M0> or containing only the string <M1> , three or more times",包含字符串<M0>或仅包含字符串<M1>的行三遍或更多遍,"lines with the string <M0> or containing only the string <M1> , four or more times",包含字符串<M0>或仅包含字符串<M1>的行四次或更多次,correct,,0.961538462,0.95909656
175,175,"lines with the string <M0> or containing only the string <M1> , three or more times",包含字符串<M0>或仅包含字符串<M1>的行三遍或更多遍,"lines with the string <M0> or containing only the string <M1> , two or more times",包含字符串<M0>或仅包含字符串<M1>的行两次或更多次,correct,,0.961538462,0.95909656
176,176,lines with words that have starting with the string <M0> or the string <M1>,以以字符串<M0>或字符串<M1>开头的单词的行,lines with words what have starting with the string <M0> or the string <M1>,包含以<M0>或<M1>字符串开头的单词的行,correct,,0.761904762,0.7122051229999999
177,177,"strings with the string <M0> , 3 or more times or starting with numbers",字符串<M0>的字符串，至少3次或以数字开头,"strings with the string <M0> , 1 or more times or starting with numbers",字符串<M0>的字符串，一次或多次或以数字开头,correct,,0.904761905,0.816052883
178,178,"strings with the string <M0> , 3 or more times or starting with numbers",字符串<M0>的字符串，至少3次或以数字开头,"strings with the string <M0> , 6 or more times or starting with numbers",字符串<M0>的字符串，至少6次或以数字开头,correct,,1.0,1.0
179,179,"strings with the string <M0> , 3 or more times or starting with numbers",字符串<M0>的字符串，至少3次或以数字开头,"strings with the string <M0> , 5 or more times or starting with numbers",字符串<M0>的字符串，至少5次或以数字开头,correct,,1.0,1.0
180,180,"strings with the string <M0> , 3 or more times or starting with numbers",字符串<M0>的字符串，至少3次或以数字开头,"strings with the string <M0> , 4 or more times or starting with numbers",字符串<M0>的字符串，至少4次或以数字开头,correct,,1.0,1.0
181,181,"strings with the string <M0> , 3 or more times or starting with numbers",字符串<M0>的字符串，至少3次或以数字开头,"strings with the string <M0> , 2 or more times or starting with numbers",字符串<M0>的字符串，两次或更多次，或者以数字开头,correct,,0.791666667,0.644116902
182,182,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>",字符串<M0>的行，3次或更多次或元音后跟字符串<M1>,"lines with the string <M0> , 1 or more times or a vowel followed by the string <M1>",包含字符串<M0>的行，1次或多次或一个元音后跟字符串<M1>,correct,,0.896551724,0.834386491
183,183,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>",字符串<M0>的行，3次或更多次或元音后跟字符串<M1>,"lines with the string <M0> , 6 or more times or a vowel followed by the string <M1>",包含字符串<M0>的行，6次或更多次或一个元音后跟字符串<M1>,correct,,0.9,0.840297175
184,184,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>",字符串<M0>的行，3次或更多次或元音后跟字符串<M1>,"lines with the string <M0> , 5 or more times or a vowel followed by the string <M1>",包含字符串<M0>的行，5次或更多次或一个元音后跟字符串<M1>,correct,,0.9,0.840297175
185,185,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>",字符串<M0>的行，3次或更多次或元音后跟字符串<M1>,"lines with the string <M0> , 4 or more times or a vowel followed by the string <M1>",字符串<M0>的行，4次或更多次或元音后跟字符串<M1>,bug,ambiguity,1.0,1.0
186,186,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>",字符串<M0>的行，3次或更多次或元音后跟字符串<M1>,"lines with the string <M0> , 2 or more times or a vowel followed by the string <M1>",包含字符串<M0>的行，2次或更多次或一个元音后跟字符串<M1>,correct,,0.9,0.840297175
187,187,lines not having the string <M0> or numbers in front of a lower-case letter,没有字符串<M0>或小写字母前面的数字的行,lines n't having the string <M0> or numbers in front of a lower-case letter,没有字符串<M0>或小写字母前面的数字的行,bug,wrong mutants,1.0,1.0
188,188,"lines with a letter or a lower-case letter , greater than or equal to 2 times",字母或小写字母的行，大于或等于2倍,"lines with a letter or a lower-case letter , greater than or equal to 1 times",字母或小写字母的行，大于或等于1倍,correct,,1.0,1.0
189,189,"lines with a letter or a lower-case letter , greater than or equal to 2 times",字母或小写字母的行，大于或等于2倍,"lines with a letter or a lower-case letter , greater than or equal to 3 times",字母或小写字母的行，大于或等于3倍,correct,,1.0,1.0
190,190,"lines with a letter or a lower-case letter , greater than or equal to 2 times",字母或小写字母的行，大于或等于2倍,"lines with a letter or a lower-case letter , greater than or equal to 4 times",字母或小写字母的行，大于或等于4倍,correct,,1.0,1.0
191,191,"lines with a character followed by a vowel , 2 or more times",字符后跟元音的行，两次或多次,"lines with a character followed by a vowel , 1 or more times",字符后跟元音的行，1次或以上,correct,,0.916666667,0.769160567
192,192,"lines with a character followed by a vowel , 2 or more times",字符后跟元音的行，两次或多次,"lines with a character followed by a vowel , 3 or more times",字符后跟元音的行，3次以上,bug,,0.833333333,0.7369231629999999
193,193,"lines with a character followed by a vowel , 2 or more times",字符后跟元音的行，两次或多次,"lines with a character followed by a vowel , 4 or more times",字符后跟元音的行，4次以上,bug,,0.833333333,0.7369231629999999
194,194,"lines composed of letters then the string <M0> , 7 or more times",由字母和字符串<M0>组成的行，共7次或更多次,"lines composed of letters then the string <M0> , 9 or more times",由字母和字符串<M0>组成的行，9次或更多次,bug,ambiguity,0.954545455,0.874739484
195,195,"lines composed of letters then the string <M0> , 7 or more times",由字母和字符串<M0>组成的行，共7次或更多次,"lines composed of letters then the string <M0> , 10 or more times",由字母和字符串<M0>组成的行，10次或更多次,bug,,0.954545455,0.874739484
196,196,"lines composed of letters then the string <M0> , 7 or more times",由字母和字符串<M0>组成的行，共7次或更多次,"lines composed of letters then the string <M0> , 11 or more times",由字母和字符串<M0>组成的行，连续11次或更多次,bug,,0.913043478,0.833741113
197,197,"lines composed of letters then the string <M0> , 7 or more times",由字母和字符串<M0>组成的行，共7次或更多次,"lines composed of letters then the string <M0> , 8 or more times",由字母和字符串<M0>组成的行，连续8次或更多次,bug,,0.954545455,0.872512939
198,198,"lines composed of letters then the string <M0> , 7 or more times",由字母和字符串<M0>组成的行，共7次或更多次,"lines composed of letters then the string <M0> , 6 or more times",由字母和字符串<M0>组成的行，连续6次或更多次,bug,,0.954545455,0.872512939
199,199,"strings with a lowercase letter , no more than 6 times",带有小写字母的字符串，不超过6次,"strings with a lowercase letter , no more than 7 times",带有小写字母的字符串，不超过7次,correct,,1.0,1.0
200,200,"strings with a lowercase letter , no more than 6 times",带有小写字母的字符串，不超过6次,"strings with a lowercase letter , no more than 9 times",带有小写字母的字符串，不超过9次,correct,,1.0,1.0
201,201,"strings with a lowercase letter , no more than 6 times",带有小写字母的字符串，不超过6次,"strings with a lowercase letter , no more than 10 times",带有小写字母的字符串，不超过10次,correct,,1.0,1.0
202,202,"strings with a lowercase letter , no more than 6 times",带有小写字母的字符串，不超过6次,"strings with a lowercase letter , no more than 12 times",带有小写字母的字符串，不超过12次,correct,,1.0,1.0
203,203,"strings with a lowercase letter , no more than 6 times",带有小写字母的字符串，不超过6次,"strings with a lowercase letter , no more than 11 times",带有小写字母的字符串，最多不超过11次,correct,,0.882352941,0.823967783
204,204,the line starts with a vowel or containing the string <M0>,该行以元音开头或包含字符串<M0>,the line begins with a vowel or containing the string <M0>,该行以元音开头或包含字符串<M0>,correct,,1.0,1.0
205,205,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 1 times",以字符串<M0>结尾的行，后跟一个字符，最多1次,correct,,1.0,1.0
206,206,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 6 times",以字符串<M0>结尾的行，后跟一个字符，最多6次,correct,,1.0,1.0
207,207,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 5 times",以字符串<M0>结尾的行，后跟一个字符，最多5次,correct,,1.0,1.0
208,208,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 4 times",以字符串<M0>结尾的行，后跟一个字符，最多4次,correct,,1.0,1.0
209,209,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 2 times",以字符串<M0>结尾的行，后跟一个字符，最多2次,correct,,1.0,1.0
210,210,lines are not a word that has the string <M0> followed by a numeric character,行不是包含字符串<M0>后跟数字字符的单词,lines are n't a word that has the string <M0> followed by a numeric character,行不是包含字符串<M0>后跟数字字符的单词,bug,wrong mutants,1.0,1.0
211,211,"strings not having the string <M0> before either a vowel , the string <M1> , or a character",元音，字符串<M1>或字符前没有字符串<M0>的字符串,"strings n't having the string <M0> before either a vowel , the string <M1> , or a character",元音，字符串<M1>或字符前没有字符串<M0>的字符串,bug,wrong mutants,1.0,1.0
212,212,"lines arranged with vowels or the string <M0> , up to 7 times in total",用元音或字符串<M0>排列的行，总共最多7次,"lines arranged with vowels or the string <M0> , up to 9 times in total",用元音或字符串<M0>排列的行，总共最多9次,correct,,1.0,1.0
213,213,"lines arranged with vowels or the string <M0> , up to 7 times in total",用元音或字符串<M0>排列的行，总共最多7次,"lines arranged with vowels or the string <M0> , up to 10 times in total",用元音或字符串<M0>排列的行，总共最多10次,correct,,1.0,1.0
214,214,"lines arranged with vowels or the string <M0> , up to 7 times in total",用元音或字符串<M0>排列的行，总共最多7次,"lines arranged with vowels or the string <M0> , up to 11 times in total",用元音或字符串<M0>排列的行，总共最多11次,correct,,1.0,1.0
215,215,"lines arranged with vowels or the string <M0> , up to 7 times in total",用元音或字符串<M0>排列的行，总共最多7次,"lines arranged with vowels or the string <M0> , up to 8 times in total",用元音或字符串<M0>排列的行，总共最多8次,correct,,1.0,1.0
216,216,"lines arranged with vowels or the string <M0> , up to 7 times in total",用元音或字符串<M0>排列的行，总共最多7次,"lines arranged with vowels or the string <M0> , up to 6 times in total",用元音或字符串<M0>排列的行，总共最多6次,correct,,1.0,1.0
217,217,"lines not having a lower-case letter , not a capital letter , and not the string <M0>",没有小写字母，大写字母和字符串<M0>的行,"lines not having a lower-case letter , n't a capital letter , and not the string <M0>",行没有小写字母，不是大写字母，也不是字符串<M0>,bug,wrong mutants,0.739130435,0.7020458690000001
218,218,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 1 times",以字符串<M0>结尾的行，后跟一个字符，最多1次,correct,,1.0,1.0
219,219,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 6 times",以字符串<M0>结尾的行，后跟一个字符，最多6次,correct,,1.0,1.0
220,220,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 5 times",以字符串<M0>结尾的行，后跟一个字符，最多5次,correct,,1.0,1.0
221,221,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 4 times",以字符串<M0>结尾的行，后跟一个字符，最多4次,correct,,1.0,1.0
222,222,"lines ending with the string <M0> followed by a character , up to 3 times",以字符串<M0>结尾的行，后跟一个字符，最多3次,"lines ending with the string <M0> followed by a character , up to 2 times",以字符串<M0>结尾的行，后跟一个字符，最多2次,correct,,1.0,1.0
223,223,"lines arranged with a number or a lower-case letter , up to 3 times in total",以数字或小写字母排列的行，总共最多3次,"lines arranged with a number or a lower-case letter , up to 1 times in total",以数字或小写字母排列的行，总共最多1次,correct,,1.0,1.0
224,224,"lines arranged with a number or a lower-case letter , up to 3 times in total",以数字或小写字母排列的行，总共最多3次,"lines arranged with a number or a lower-case letter , up to 6 times in total",以数字或小写字母排列的行，总共最多6次,correct,,1.0,1.0
225,225,"lines arranged with a number or a lower-case letter , up to 3 times in total",以数字或小写字母排列的行，总共最多3次,"lines arranged with a number or a lower-case letter , up to 5 times in total",以数字或小写字母排列的行，总共最多5次,correct,,1.0,1.0
226,226,"lines arranged with a number or a lower-case letter , up to 3 times in total",以数字或小写字母排列的行，总共最多3次,"lines arranged with a number or a lower-case letter , up to 4 times in total",以数字或小写字母排列的行，总共最多4次,correct,,1.0,1.0
227,227,"lines arranged with a number or a lower-case letter , up to 3 times in total",以数字或小写字母排列的行，总共最多3次,"lines arranged with a number or a lower-case letter , up to 2 times in total",以数字或小写字母排列的行，总共最多2次,correct,,1.0,1.0
228,228,"lines not having an upper case letter , not a letter , and not a character",没有大写字母，没有字母和字符的行,"lines not having an upper case letter , n't a letter , and not a character",没有大写字母的行，不是字母，也不是字符,bug,wrong mutants,0.5555555560000001,0.42104389600000003
229,229,"lines not containing only the string <M0> , no more than 3 times",仅包含字符串<M0>的行，最多不超过3次,"lines not containing only the string <M0> , no more than 1 times",仅包含字符串<M0>的行，最多不超过1次,bug,,1.0,1.0
230,230,"lines not containing only the string <M0> , no more than 3 times",仅包含字符串<M0>的行，最多不超过3次,"lines not containing only the string <M0> , no more than 6 times",仅包含字符串<M0>的行，最多不超过6次,bug,,1.0,1.0
231,231,"lines not containing only the string <M0> , no more than 3 times",仅包含字符串<M0>的行，最多不超过3次,"lines not containing only the string <M0> , no more than 5 times",仅包含字符串<M0>的行，最多不超过5次,bug,,1.0,1.0
232,232,"lines not containing only the string <M0> , no more than 3 times",仅包含字符串<M0>的行，最多不超过3次,"lines not containing only the string <M0> , no more than 4 times",仅包含字符串<M0>的行，最多不超过4次,bug,,1.0,1.0
233,233,"lines not containing only the string <M0> , no more than 3 times",仅包含字符串<M0>的行，最多不超过3次,"lines not containing only the string <M0> , no more than 2 times",仅包含字符串<M0>的行，最多不超过2次,bug,,1.0,1.0
234,234,"lines arranged with the string <M0> before a string that is not a vowel , 2 or more times",在不是元音的字符串之前用字符串<M0>排列的行2次或更多次,"lines arranged with the string <M0> before a string that is n't a vowel , 2 or more times",在不是元音的字符串之前，用字符串<M0>排列的行2次或更多次,bug,wrong mutants,1.0,1.0
235,235,"lines arranged with the string <M0> before a string that is not a vowel , 2 or more times",在不是元音的字符串之前用字符串<M0>排列的行2次或更多次,"lines arranged with the string <M0> before a string that is not a vowel , 1 or more times",在不是元音的字符串之前，用字符串<M0>排列的行1次或更多次,correct,,0.9655172409999999,0.907448569
236,236,"lines arranged with the string <M0> before a string that is not a vowel , 2 or more times",在不是元音的字符串之前用字符串<M0>排列的行2次或更多次,"lines arranged with the string <M0> before a string that is not a vowel , 3 or more times",在不是元音的字符串之前，用字符串<M0>排列的行3次或更多次,correct,,0.9655172409999999,0.907448569
237,237,"lines arranged with the string <M0> before a string that is not a vowel , 2 or more times",在不是元音的字符串之前用字符串<M0>排列的行2次或更多次,"lines arranged with the string <M0> before a string that is not a vowel , 4 or more times",在不是元音的字符串之前用字符串<M0>排列的行4次或更多次,correct,,1.0,1.0
238,238,"strings with vowels in front of the string <M0> , up to 7 times",字符串<M0>前面带有元音的字符串，最多7次,"strings with vowels in front of the string <M0> , up to 9 times",字符串<M0>前面带有元音的字符串，最多9次,correct,,1.0,1.0
239,239,"strings with vowels in front of the string <M0> , up to 7 times",字符串<M0>前面带有元音的字符串，最多7次,"strings with vowels in front of the string <M0> , up to 10 times",字符串<M0>前面带有元音的字符串，最多10次,correct,,1.0,1.0
240,240,"strings with vowels in front of the string <M0> , up to 7 times",字符串<M0>前面带有元音的字符串，最多7次,"strings with vowels in front of the string <M0> , up to 11 times",字符串<M0>前面带有元音的字符串，最多11次,correct,,1.0,1.0
241,241,"strings with vowels in front of the string <M0> , up to 7 times",字符串<M0>前面带有元音的字符串，最多7次,"strings with vowels in front of the string <M0> , up to 8 times",字符串<M0>前面带有元音的字符串，最多8次,correct,,1.0,1.0
242,242,"strings with vowels in front of the string <M0> , up to 7 times",字符串<M0>前面带有元音的字符串，最多7次,"strings with vowels in front of the string <M0> , up to 6 times",字符串<M0>前面带有元音的字符串，最多6次,correct,,1.0,1.0
243,243,"lines containing a vowel or lettered words , no more than 6 times",包含元音或字母单词的行，不得超过6次,"lines containing a vowel or lettered words , no more than 7 times",包含元音或字母的单词的行，不超过7次,correct,ambiguity,0.8888888890000001,0.7955490390000001
244,244,"lines containing a vowel or lettered words , no more than 6 times",包含元音或字母单词的行，不得超过6次,"lines containing a vowel or lettered words , no more than 9 times",包含元音或字母单词的行，最多9次,correct,,0.8125,0.7416367429999999
245,245,"lines containing a vowel or lettered words , no more than 6 times",包含元音或字母单词的行，不得超过6次,"lines containing a vowel or lettered words , no more than 10 times",包含元音或字母单词的行，最多10次,correct,,0.8125,0.7406375009999999
246,246,"lines containing a vowel or lettered words , no more than 6 times",包含元音或字母单词的行，不得超过6次,"lines containing a vowel or lettered words , no more than 12 times",包含元音或字母单词的行，最多12次,correct,,0.8125,0.7406375009999999
247,247,"lines containing a vowel or lettered words , no more than 6 times",包含元音或字母单词的行，不得超过6次,"lines containing a vowel or lettered words , no more than 11 times",包含元音或字母的单词的行，不超过11次,correct,ambiguity,0.882352941,0.750101823
248,248,"strings not having a vowel , letters , or characters",没有元音，字母或字符的字符串,"strings n't having a vowel , letters , or characters",没有元音，字母或字符的字符串,bug,wrong mutants,1.0,1.0
249,249,"rows with the string <M0> or ending with the string <M1> , six or more times",包含字符串<M0>或以字符串<M1>结尾的行六次或更多次,"rows with the string <M0> or ending with the string <M1> , three or more times",字符串<M0>或字符串<M1>结尾的行，三遍或三遍以上,correct,ambiguity,0.7307692309999999,0.6956629129999999
250,250,"rows with the string <M0> or ending with the string <M1> , six or more times",包含字符串<M0>或以字符串<M1>结尾的行六次或更多次,"rows with the string <M0> or ending with the string <M1> , seven or more times",字符串<M0>或字符串<M1>结尾的行七次或更多次,correct,,0.923076923,0.8211360240000001
251,251,"rows with the string <M0> or ending with the string <M1> , six or more times",包含字符串<M0>或以字符串<M1>结尾的行六次或更多次,"rows with the string <M0> or ending with the string <M1> , four or more times",字符串<M0>或字符串<M1>结尾的行四次或更多次,correct,,0.923076923,0.8211360240000001
